FileName,Class,MoreThanOnePerson,HighLevelCategory
Img_3341.jpg,holding_an_umbrella,NO,AnimalCare
Img_7985.jpg,texting_message,NO,Communication_Technology
Img_4550.jpg,fixing_a_car,NO,MaintenanceRepair
Img_1060.jpg,riding_a_bike,NO,Sports_Recreation
Img_6127.jpg,taking_photos,NO,Artistic_MusicalActivities
Img_9071.jpg,waving_hands,NO,Social_LeisureActivities
Img_4685.jpg,smoking,YES,Social_LeisureActivities
Img_7019.jpg,rowing_a_boat,NO,OutdoorActivities
Img_4043.jpg,cooking,YES,HouseholdActivities
Img_825.jpg,taking_photos,YES,Artistic_MusicalActivities
Img_7919.jpg,looking_through_a_telescope,YES,Observation_Exploration
Img_6519.jpg,blowing_bubbles,NO,Social_LeisureActivities
Img_4518.jpg,writing_on_a_board,NO,Artistic_MusicalActivities
Img_6038.jpg,cutting_trees,NO,MaintenanceRepair
Img_9334.jpg,feeding_a_horse,NO,AnimalCare
Img_6061.jpg,climbing,NO,OutdoorActivities
Img_8231.jpg,pushing_a_cart,YES,OutdoorActivities
Img_2260.jpg,playing_violin,NO,Artistic_MusicalActivities
Img_5331.jpg,looking_through_a_telescope,YES,Observation_Exploration
Img_8836.jpg,applauding,NO,Social_LeisureActivities
Img_4926.jpg,throwing_frisby,YES,Sports_Recreation
Img_7377.jpg,applauding,NO,Social_LeisureActivities
Img_1802.jpg,cutting_vegetables,NO,HouseholdActivities
Img_7799.jpg,climbing,NO,OutdoorActivities
Img_5249.jpg,smoking,NO,Social_LeisureActivities
Img_902.jpg,cutting_trees,NO,MaintenanceRepair
Img_1264.jpg,cooking,NO,HouseholdActivities
Img_1816.jpg,throwing_frisby,YES,Sports_Recreation
Img_948.jpg,climbing,NO,OutdoorActivities
Img_7126.jpg,climbing,NO,OutdoorActivities
Img_6186.jpg,shooting_an_arrow,YES,Sports_Recreation
Img_3509.jpg,pushing_a_cart,NO,OutdoorActivities
Img_877.jpg,climbing,NO,OutdoorActivities
Img_9041.jpg,pushing_a_cart,NO,OutdoorActivities
Img_5696.jpg,waving_hands,YES,Social_LeisureActivities
Img_8039.jpg,walking_the_dog,NO,OutdoorActivities
Img_7969.jpg,drinking,NO,Social_LeisureActivities
Img_8476.jpg,taking_photos,YES,Artistic_MusicalActivities
Img_1882.jpg,jumping,NO,Sports_Recreation
Img_6816.jpg,brushing_teeth,NO,PersonalCare_Hygiene
Img_1241.jpg,fixing_a_bike,NO,MaintenanceRepair
Img_5403.jpg,fishing,NO,OutdoorActivities
Img_9027.jpg,playing_violin,NO,Artistic_MusicalActivities
Img_7641.jpg,drinking,YES,Social_LeisureActivities
Img_1227.jpg,gardening,NO,HouseholdActivities
Img_2781.jpg,brushing_teeth,NO,PersonalCare_Hygiene
Img_8996.jpg,gardening,NO,HouseholdActivities
Img_6569.jpg,phoning,NO,Communication_Technology
Img_7073.jpg,fishing,NO,OutdoorActivities
Img_6609.jpg,rowing_a_boat,YES,OutdoorActivities
Img_8548.jpg,writing_on_a_board,YES,Artistic_MusicalActivities
Img_1562.jpg,running,YES,OutdoorActivities
Img_6289.jpg,fixing_a_car,YES,MaintenanceRepair
Img_1546.jpg,drinking,YES,Social_LeisureActivities
Img_7958.jpg,riding_a_bike,YES,Sports_Recreation
Img_4054.jpg,pouring_liquid,YES,Social_LeisureActivities
Img_3243.jpg,washing_dishes,NO,PersonalCare_Hygiene
Img_1086.jpg,pushing_a_cart,NO,OutdoorActivities
Img_980.jpg,feeding_a_horse,NO,AnimalCare
Img_3492.jpg,walking_the_dog,NO,OutdoorActivities
Img_6087.jpg,phoning,NO,Communication_Technology
Img_9016.jpg,feeding_a_horse,NO,AnimalCare
Img_2834.jpg,brushing_teeth,YES,PersonalCare_Hygiene
Img_7197.jpg,writing_on_a_book,NO,Artistic_MusicalActivities
Img_6586.jpg,fishing,NO,OutdoorActivities
Img_4864.jpg,climbing,NO,OutdoorActivities
Img_5889.jpg,playing_violin,YES,Artistic_MusicalActivities
Img_787.jpg,reading,NO,Artistic_MusicalActivities
Img_6082.jpg,cooking,NO,HouseholdActivities
Img_2361.jpg,cleaning_the_floor,YES,HouseholdActivities
Img_4479.jpg,looking_through_a_microscope,NO,Observation_Exploration
Img_2863.jpg,pushing_a_cart,NO,OutdoorActivities
Img_599.jpg,cooking,NO,HouseholdActivities
Img_6461.jpg,blowing_bubbles,YES,Social_LeisureActivities
Img_4154.jpg,riding_a_horse,NO,Sports_Recreation
Img_4983.jpg,phoning,NO,Communication_Technology
Img_6570.jpg,drinking,YES,Social_LeisureActivities
Img_2099.jpg,jumping,YES,Sports_Recreation
Img_153.jpg,washing_dishes,NO,PersonalCare_Hygiene
Img_418.jpg,fixing_a_car,YES,MaintenanceRepair
Img_3999.jpg,cooking,NO,HouseholdActivities
Img_2540.jpg,phoning,NO,Communication_Technology
Img_1556.jpg,fixing_a_car,NO,MaintenanceRepair
Img_6047.jpg,drinking,NO,Social_LeisureActivities
Img_792.jpg,phoning,NO,Communication_Technology
Img_7003.jpg,walking_the_dog,NO,OutdoorActivities
Img_988.jpg,jumping,NO,Sports_Recreation
Img_3705.jpg,holding_an_umbrella,YES,AnimalCare
Img_972.jpg,watching_TV,NO,Social_LeisureActivities
Img_1921.jpg,washing_dishes,YES,PersonalCare_Hygiene
Img_8208.jpg,taking_photos,NO,Artistic_MusicalActivities
Img_5454.jpg,fixing_a_bike,YES,MaintenanceRepair
Img_750.jpg,fixing_a_bike,YES,MaintenanceRepair
Img_8130.jpg,playing_violin,YES,Artistic_MusicalActivities
Img_5859.jpg,reading,NO,Artistic_MusicalActivities
Img_5713.jpg,playing_guitar,YES,Artistic_MusicalActivities
Img_6692.jpg,cooking,NO,HouseholdActivities
Img_7935.jpg,pushing_a_cart,YES,OutdoorActivities
Img_4187.jpg,looking_through_a_telescope,NO,Observation_Exploration
Img_2821.jpg,holding_an_umbrella,YES,AnimalCare
Img_346.jpg,jumping,NO,Sports_Recreation
Img_2350.jpg,riding_a_horse,YES,Sports_Recreation
Img_3947.jpg,drinking,NO,Social_LeisureActivities
Img_2514.jpg,applauding,YES,Social_LeisureActivities
Img_7690.jpg,phoning,NO,Communication_Technology
Img_6115.jpg,riding_a_horse,YES,Sports_Recreation
Img_7267.jpg,jumping,YES,Sports_Recreation
Img_6389.jpg,blowing_bubbles,YES,Social_LeisureActivities
Img_874.jpg,riding_a_horse,NO,Sports_Recreation
Img_5685.jpg,rowing_a_boat,NO,OutdoorActivities
Img_2190.jpg,cleaning_the_floor,NO,HouseholdActivities
Img_8094.jpg,riding_a_horse,NO,Sports_Recreation
Img_1669.jpg,shooting_an_arrow,NO,Sports_Recreation
Img_2158.jpg,blowing_bubbles,NO,Social_LeisureActivities
Img_913.jpg,cutting_trees,NO,MaintenanceRepair
Img_6791.jpg,playing_guitar,NO,Artistic_MusicalActivities
Img_4759.jpg,rowing_a_boat,NO,OutdoorActivities
Img_3996.jpg,drinking,NO,Social_LeisureActivities
Img_4065.jpg,phoning,NO,Communication_Technology
Img_465.jpg,gardening,NO,HouseholdActivities
Img_2489.jpg,feeding_a_horse,NO,AnimalCare
Img_1682.jpg,throwing_frisby,YES,Sports_Recreation
Img_28.jpg,jumping,NO,Sports_Recreation
Img_965.jpg,fixing_a_car,NO,MaintenanceRepair
Img_4904.jpg,cleaning_the_floor,NO,HouseholdActivities
Img_130.jpg,texting_message,YES,Communication_Technology
Img_6134.jpg,playing_violin,YES,Artistic_MusicalActivities
Img_3652.jpg,blowing_bubbles,NO,Social_LeisureActivities
Img_9422.jpg,writing_on_a_board,YES,Artistic_MusicalActivities
Img_702.jpg,using_a_computer,YES,Communication_Technology
Img_3261.jpg,taking_photos,YES,Artistic_MusicalActivities
Img_1705.jpg,pushing_a_cart,YES,OutdoorActivities
Img_7190.jpg,using_a_computer,NO,Communication_Technology
Img_8016.jpg,riding_a_horse,NO,Sports_Recreation
Img_6696.jpg,cutting_vegetables,NO,HouseholdActivities
Img_8535.jpg,holding_an_umbrella,NO,AnimalCare
Img_9311.jpg,walking_the_dog,NO,OutdoorActivities
Img_2590.jpg,looking_through_a_microscope,NO,Observation_Exploration
Img_9433.jpg,texting_message,YES,Communication_Technology
Img_9108.jpg,pouring_liquid,NO,Social_LeisureActivities
Img_3854.jpg,pushing_a_cart,YES,OutdoorActivities
Img_3458.jpg,phoning,NO,Communication_Technology
Img_3559.jpg,jumping,NO,Sports_Recreation
Img_7771.jpg,playing_violin,YES,Artistic_MusicalActivities
Img_3820.jpg,taking_photos,YES,Artistic_MusicalActivities
Img_7902.jpg,riding_a_bike,NO,Sports_Recreation
Img_7781.jpg,looking_through_a_telescope,YES,Observation_Exploration
Img_2122.jpg,riding_a_horse,NO,Sports_Recreation
Img_3279.jpg,jumping,NO,Sports_Recreation
Img_4491.jpg,fixing_a_car,NO,MaintenanceRepair
Img_8849.jpg,looking_through_a_microscope,NO,Observation_Exploration
Img_5712.jpg,drinking,YES,Social_LeisureActivities
Img_5398.jpg,walking_the_dog,NO,OutdoorActivities
Img_3603.jpg,running,YES,OutdoorActivities
Img_6728.jpg,applauding,YES,Social_LeisureActivities
Img_8738.jpg,climbing,YES,OutdoorActivities
Img_4825.jpg,applauding,YES,Social_LeisureActivities
Img_3377.jpg,applauding,NO,Social_LeisureActivities
Img_8202.jpg,rowing_a_boat,NO,OutdoorActivities
Img_9270.jpg,cutting_vegetables,YES,HouseholdActivities
Img_8948.jpg,climbing,NO,OutdoorActivities
Img_5960.jpg,phoning,YES,Communication_Technology
Img_8212.jpg,playing_violin,NO,Artistic_MusicalActivities
Img_4701.jpg,blowing_bubbles,NO,Social_LeisureActivities
Img_6014.jpg,writing_on_a_book,NO,Artistic_MusicalActivities
Img_3702.jpg,throwing_frisby,NO,Sports_Recreation
Img_1620.jpg,riding_a_horse,YES,Sports_Recreation
Img_7654.jpg,fixing_a_bike,NO,MaintenanceRepair
Img_5851.jpg,riding_a_bike,YES,Sports_Recreation
Img_64.jpg,running,NO,OutdoorActivities
Img_7250.jpg,writing_on_a_book,NO,Artistic_MusicalActivities
Img_6666.jpg,running,YES,OutdoorActivities
Img_3087.jpg,walking_the_dog,NO,OutdoorActivities
Img_6321.jpg,riding_a_bike,NO,Sports_Recreation
Img_3074.jpg,walking_the_dog,NO,OutdoorActivities
Img_1222.jpg,climbing,NO,OutdoorActivities
Img_6462.jpg,taking_photos,YES,Artistic_MusicalActivities
Img_4616.jpg,applauding,NO,Social_LeisureActivities
Img_9073.jpg,shooting_an_arrow,NO,Sports_Recreation
Img_2073.jpg,playing_guitar,NO,Artistic_MusicalActivities
Img_6058.jpg,applauding,YES,Social_LeisureActivities
Img_8951.jpg,riding_a_bike,NO,Sports_Recreation
Img_2661.jpg,waving_hands,YES,Social_LeisureActivities
Img_5900.jpg,gardening,NO,HouseholdActivities
Img_3643.jpg,cleaning_the_floor,NO,HouseholdActivities
Img_4883.jpg,riding_a_horse,NO,Sports_Recreation
Img_2448.jpg,pouring_liquid,NO,Social_LeisureActivities
Img_1009.jpg,applauding,YES,Social_LeisureActivities
Img_5477.jpg,holding_an_umbrella,NO,AnimalCare
Img_1553.jpg,watching_TV,YES,Social_LeisureActivities
Img_3609.jpg,riding_a_bike,NO,Sports_Recreation
Img_4215.jpg,fishing,NO,OutdoorActivities
Img_5170.jpg,reading,NO,Artistic_MusicalActivities
Img_74.jpg,feeding_a_horse,NO,AnimalCare
Img_907.jpg,jumping,NO,Sports_Recreation
Img_9507.jpg,drinking,NO,Social_LeisureActivities
Img_995.jpg,playing_guitar,NO,Artistic_MusicalActivities
Img_1247.jpg,pushing_a_cart,NO,OutdoorActivities
Img_5867.jpg,riding_a_bike,NO,Sports_Recreation
Img_1370.jpg,cutting_trees,NO,MaintenanceRepair
Img_5513.jpg,jumping,NO,Sports_Recreation
Img_5280.jpg,pushing_a_cart,YES,OutdoorActivities
Img_7881.jpg,cutting_vegetables,YES,HouseholdActivities
Img_7582.jpg,pouring_liquid,YES,Social_LeisureActivities
Img_2242.jpg,rowing_a_boat,YES,OutdoorActivities
Img_8107.jpg,applauding,YES,Social_LeisureActivities
Img_4056.jpg,brushing_teeth,YES,PersonalCare_Hygiene
Img_9070.jpg,holding_an_umbrella,NO,AnimalCare
Img_2669.jpg,fishing,NO,OutdoorActivities
Img_3572.jpg,writing_on_a_book,YES,Artistic_MusicalActivities
Img_4868.jpg,jumping,NO,Sports_Recreation
Img_8532.jpg,cleaning_the_floor,NO,HouseholdActivities
Img_4439.jpg,washing_dishes,NO,PersonalCare_Hygiene
Img_7805.jpg,reading,YES,Artistic_MusicalActivities
Img_2079.jpg,taking_photos,YES,Artistic_MusicalActivities
Img_8180.jpg,smoking,NO,Social_LeisureActivities
Img_5111.jpg,playing_guitar,NO,Artistic_MusicalActivities
Img_3109.jpg,fixing_a_bike,NO,MaintenanceRepair
Img_5869.jpg,fixing_a_bike,NO,MaintenanceRepair
Img_1360.jpg,jumping,NO,Sports_Recreation
Img_2575.jpg,writing_on_a_board,YES,Artistic_MusicalActivities
Img_5562.jpg,riding_a_horse,NO,Sports_Recreation
Img_8120.jpg,running,NO,OutdoorActivities
Img_2305.jpg,riding_a_horse,NO,Sports_Recreation
Img_1445.jpg,climbing,NO,OutdoorActivities
Img_7867.jpg,playing_guitar,YES,Artistic_MusicalActivities
Img_658.jpg,playing_guitar,NO,Artistic_MusicalActivities
Img_3529.jpg,drinking,NO,Social_LeisureActivities
Img_4257.jpg,climbing,NO,OutdoorActivities
Img_583.jpg,pushing_a_cart,NO,OutdoorActivities
Img_854.jpg,fishing,YES,OutdoorActivities
Img_596.jpg,playing_guitar,NO,Artistic_MusicalActivities
Img_2372.jpg,walking_the_dog,NO,OutdoorActivities
Img_2055.jpg,throwing_frisby,YES,Sports_Recreation
Img_3899.jpg,fixing_a_bike,NO,MaintenanceRepair
Img_1280.jpg,walking_the_dog,NO,OutdoorActivities
